RT,SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FHICOVP,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB
P,1423250,1,105,11,1001264,29,26,1,,2,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,60,,4,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,2,16,22,0,2,0,0,50000,70,1,1,1,,1,32,999,,2,,,1,0,1901,3302,1,1,9190,100,49,,51255,51,6,8139Z,1,,0,735,4,50000,50000,18,406,100,11,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,131161,,1
P,1424433,1,101,11,1001264,196,49,1,,4,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,20,,4,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,7500,1,,21,0,2,0,0,35000,35,1,6,1,,2,32,98,,2,,,1,1,6004,,1,1,7860,110,67,,,,6,6111,1,,0,2310,4,35000,42500,39,345,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,252020,,1
P,1424646,1,102,11,1001264,82,70,1,,,2,2,2,2,2,,,2,,,2,,,1,1,1,2,2,2,2,18900,,,,2,2,2,2,1,2,1987,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,14400,1,,21,0,2,0,20000,0,,3,,,,4,999,999,,2,,,6,1,6000,,1,1,,,,,,,3,,1,,0,,4,0,53300,29,469,,,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,,,1
P,1424744,1,104,11,1001264,114,58,1,,1,2,2,2,2,2,,,2,,,1,,2,1,2,2,2,2,2,2,0,30,,4,2,3,2,2,1,2,1978,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,25000,40,1,1,1,,1,903,999,,2,,,1,0,,,1,1,7580,82,37,,,,4,5613,1,,0,5700,4,25000,25000,51,315,100,11,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,436010,,1
P,1424744,2,104,11,1001264,188,35,1,,1,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,,,,2,3,2,2,1,2,1998,1,4,,,,,,,,,,2,1,2,1,3,0,0,2,0,1,,21,0,2,0,0,35000,40,1,2,2,,1,903,999,,2,,,3,0,1903,1904,1,1,8590,,,,,,4,713Z,1,,0,7340,2,35000,35000,11,315,,,2,1,2,2,2,2,0,0,1,0,1,0,0,0,0,2,2,1,3,499071,,1
P,1424744,3,104,11,1001264,129,8,1,,,2,2,2,,2,,,2,,,,,,2,2,2,1,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,7,,2,5,5,,1,,,,,,,,,1,903,999,,2,,7,,0,,,1,1,,,,,,,,,1,7,0,,,,,11,315,,,2,1,1,2,2,2,0,0,1,0,1,0,0,0,1,,,1,5,,,1
P,1424937,1,104,11,1001264,180,33,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,1,0,0,35000,40,1,1,1,,3,996,999,,2,1,,1,0,,,1,1,7680,98,55,,,,6,5616,1,,0,3930,,35000,35000,11,414,100,11,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,339030,,1
P,1424937,2,104,11,1001264,159,15,1,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,0,0,2,0,2,11,11,0,1,0,0,0,,,,,,3,996,999,,2,,5,,0,,,1,1,,,,,,,6,,1,5,1,,,,0,11,414,,,1,2,4,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,1424937,3,104,11,1001264,204,53,1,,1,2,2,2,2,2,,,2,,,1,,2,1,2,2,2,2,2,2,0,15,1,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,6,0,1,,16,0,2,0,0,43900,40,1,1,1,,3,996,999,,2,1,,1,0,,,1,1,7590,109,67,,,,6,5614,1,,0,5860,4,43900,43900,11,414,100,11,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,439061,,1
P,1425019,1,102,11,1001264,7,45,1,,1,2,2,2,2,2,,2,2,,,2,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,3,3,,,,,,,,,,3,5,3,3,3,0,0,17,3300,1,,18,0,1,0,0,7000,30,1,5,,,1,902,999,,2,,,6,1,,,1,1,770,,,,100,11,6,23,1,,0,6260,,7000,10300,11,83,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,472061,,1
P,1425482,1,102,11,1001264,66,77,1,,,2,2,2,2,2,,,2,,,2,,,2,2,1,1,2,2,2,0,,,,2,2,2,2,1,1,1965,1,4,,,,,,,,,,3,5,3,3,3,940,0,0,0,1,,16,0,2,0,4500,0,,3,,2,,1,902,999,,2,,,6,1,,,1,1,,,,,,,3,,1,,0,,4,0,5440,11,102,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,1425482,2,102,11,1001264,91,18,1,,,2,2,2,1,2,,,1,,2,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,7,0,1,,18,0,2,9200,0,0,,3,,2,,1,902,999,,1,,,6,0,,,1,1,,,,,,,6,,1,,0,,4,0,9200,11,102,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,1426106,1,105,11,1001264,31,29,1,,5,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,5000,20,3,1,2,1,2,2,1,2,2012,2,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,137000,60,1,1,1,,2,925,917,,2,3,,1,0,5505,,1,1,9370,92,49,,1,252,1,9211MP,1,,0,430,,137000,142000,25,501,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,119XXX,,1
P,1426106,2,105,11,1001264,30,30,1,,5,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,5000,20,3,1,2,1,2,2,1,2,2012,2,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,0,2,0,0,120000,60,1,1,1,,2,142,87,,2,3,,1,0,2602,,1,1,9370,92,49,,1,252,1,9211MP,1,,0,430,4,120000,125000,36,501,100,11,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,119XXX,,1
P,1426113,1,104,11,1001264,34,70,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,10000,30,1,1,2,1,2,2,1,2,2001,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,2,0,30000,45300,40,1,1,1,,4,999,999,,2,1,,1,1,,,1,1,1990,280,149,,,,2,3231,1,,0,8256,4,45300,85300,51,501,100,11,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,515113,,1
P,1426113,2,104,11,1001264,47,51,1,,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,15,1,1,1,3,2,2,1,2,1989,1,4,,,,,,,,,,3,5,3,3,3,0,0,10,0,1,,22,0,2,0,0,85000,40,1,1,1,,4,999,999,,2,1,,1,0,6103,,1,1,7380,97,55,625,,,4,5415,1,,0,710,4,85000,85000,51,501,1100,24,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,2,1,,,131111,,1
P,1426235,1,103,11,1001264,46,32,5,,1,2,2,2,2,2,,,2,2,1,2,,,2,2,2,1,2,2,2,0,40,1,1,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,28000,40,1,1,1,2008,1,522,999,7,2,1,,1,0,,,1,1,8190,90,43,780,,,6,622,2,,0,3649,1,28000,28000,416,280,100,11,2,1,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,319097,,6
P,1426235,2,103,11,1001264,37,2,1,,,,2,2,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,522,999,,2,,7,,0,,,1,1,,,,,,,,,1,8,1,,,,,53,280,,,2,1,4,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,1426235,3,103,11,1001264,53,0,1,,,,2,2,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,1,522,999,,2,,7,,0,,,1,1,,,,,,,,,1,8,1,,,,,53,280,,,2,1,1,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,1426235,4,103,11,1001264,79,32,5,,5,2,2,2,2,2,,,2,2,,2,,,2,2,2,2,2,2,2,0,,,,1,1,2,2,1,2,2013,2,4,,,,,,,,,,2,3,2,1,3,0,0,5,0,3,16,22,0,1,0,0,60000,44,1,1,2,2015,1,522,999,7,2,,,6,0,2102,,2,1,6870,,,780,1,463,2,52M1,2,,0,1105,,60000,60000,416,280,,,2,2,4,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,151142,,6
P,1426235,5,103,11,1001264,58,28,5,,1,2,2,2,2,2,,,2,2,,,,,2,2,2,2,2,2,2,0,,,,1,5,,,,,,2,4,,,,,,,,,,2,3,2,1,3,12000,0,10,0,3,16,22,0,1,0,0,0,,2,,2,2013,1,522,999,7,2,,,6,0,5098,,2,1,4970,,,780,1,463,6,4451,2,,0,4720,,0,12000,416,280,,,2,2,1,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,412010,,6
P,1426235,6,103,11,1001264,42,25,5,,3,2,2,2,2,2,,,2,4,1,,,,2,2,2,2,2,2,2,0,,,,1,1,2,2,1,2,2013,2,4,,,,,,,,,,2,3,2,1,3,0,0,10,0,1,,19,0,2,0,0,5900,40,1,1,2,2015,1,522,999,7,2,,,6,0,,,2,1,7870,,,780,1,463,2,611M1,2,,0,5700,1,5900,5900,416,280,,,2,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,1,3,436010,,6
P,1426235,7,103,11,1001264,37,0,5,,,,2,2,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,1,,,,,,,,2015,1,522,999,7,2,,8,,0,,,2,1,,,,,,,,,2,8,0,,,,,416,280,,,2,2,4,2,2,2,0,0,1,0,1,0,0,0,1,,,1,5,,,6
P,1426423,1,101,11,1001264,128,66,1,,5,2,2,2,2,1,,,2,,,2,,,1,1,1,2,2,2,2,1000,60,,4,2,1,2,2,2,2,1997,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,23,0,1,0,0,165000,60,1,1,1,,2,148,142,,1,,,1,1,2401,,1,1,7190,100,49,,40100,55,1,53M,1,,0,2100,,165000,166000,34,501,51255,51,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,2310XX,,1
P,1426423,2,101,11,1001264,116,65,1,,2,2,1,2,2,2,,,2,,,2,,,1,1,2,2,2,2,2,0,15,,4,2,1,2,2,1,2,1997,3,4,,,,,,,,,,3,5,3,3,3,0,0,1,50000,1,,22,0,2,0,0,250000,50,1,1,,,4,999,999,,1,,,1,1,4801,,1,1,7460,88,46,,40100,55,1,5417,1,,0,1800,4,250000,300000,34,501,100,11,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,193011,,1
P,1426461,1,104,11,1001264,144,21,1,,5,2,2,2,2,2,,2,2,,2,,,,2,2,2,2,1,2,2,0,17,2,1,2,5,,,,,,1,3,,,,,,,,,,3,5,3,3,3,0,0,17,0,1,,18,0,2,0,0,24000,60,1,1,1,,1,902,999,,2,2,,4,0,,,1,1,9690,250,136,,,,6,928110P3,1,,0,1560,,24000,24000,15,,1100,24,1,2,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,173031,,1
P,1426552,1,102,11,1001264,156,65,4,2002,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,2,2,2,1,2,1990,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,12,0,2,0,7000,0,,3,,2,2000,1,308,999,7,2,,,6,0,,,1,1,,,,,,,3,,2,,0,,4,0,7000,333,237,,,2,1,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,3
P,1426552,2,102,11,1001264,216,75,4,2002,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1979,1,4,,,,,,,,,,2,5,2,2,3,0,0,10,0,1,,11,0,2,0,0,0,,3,,2,2000,1,308,999,7,2,,,6,0,,,1,1,,,,,,,1,,2,,0,,4,0,0,333,237,,,2,1,4,2,2,2,0,0,1,0,1,0,0,0,0,,,1,1,,,3
P,1426552,3,102,11,1001264,184,65,4,2002,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1979,1,4,,,,,,,,,,2,5,2,2,3,0,0,10,0,1,,12,0,1,0,0,0,,3,,2,2000,1,308,999,7,2,,,6,0,,,1,1,,,,,,,1,,2,,0,,,0,0,333,237,,,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,1,1,,,3
P,1426552,4,102,11,1001264,344,45,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,35,1,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,10,0,1,,21,0,1,0,0,51000,40,1,1,1,,1,308,999,,2,1,,1,0,6203,,1,1,8270,65,19,,,,6,6231,1,,0,3255,,51000,51000,11,237,100,11,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,2,2,,,291141,,1
P,1427917,1,104,11,1001264,53,86,1,,,2,1,2,2,1,,2,2,,,2,,,1,1,1,2,2,2,2,0,,,,2,2,2,2,2,1,1958,1,2,0,0,0,0,0,1,1,0,0,2,5,2,2,2,0,0,0,333000,1,,12,0,1,0,0,0,,3,,2,,1,902,999,,1,,,6,1,,,1,1,,,,,,,3,,1,,0,,,0,333000,11,501,,,1,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,9,1
P,1427917,2,104,11,1001264,71,55,1,,,2,2,2,1,2,,,1,,,2,,,2,1,1,1,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,3,2,2,2,0,0,4,0,1,,9,0,1,3900,5100,0,,3,,2,,1,902,999,,1,,,6,0,,,1,1,,,,,,,6,,1,,0,,,0,9000,37,501,,,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,1428343,1,105,11,1001264,81,18,5,,1,2,2,2,2,2,,,2,2,2,,,,2,1,2,2,2,2,2,0,,,,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,3,15,18,0,2,0,0,1000,20,1,6,,2014,4,999,999,7,2,,,6,1,,,1,1,8670,,,629,100,6,6,721M,2,,0,2000,,1000,1000,362,,,,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,211010,,3
P,1428420,1,102,11,1001264,74,86,1,,,2,2,2,2,1,,,2,,,2,,,1,2,1,2,2,2,2,1000,,,,2,1,2,2,1,2,1954,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,14400,0,,3,,,,1,902,999,,1,,,6,1,,,1,1,,,,,,,1,,1,,0,,4,0,15400,22,230,,,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,1428420,2,102,11,1001264,71,86,1,,,2,2,2,2,1,,2,2,,,2,,,1,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1954,1,2,0,0,0,0,0,1,0,0,0,2,5,2,2,3,5000,0,1,0,1,,16,0,1,0,12600,0,,3,,2,,1,902,999,,1,,,6,1,,,1,1,,,,,,,1,,1,,0,,,0,17600,37,230,,,1,1,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,9,1
P,1428615,1,101,11,1001264,98,84,1,,,2,2,2,2,2,,,2,,,2,,,1,1,1,2,2,2,2,10000,,,,2,2,2,2,2,2,1973,1,4,,,,,,,,,,2,1,2,2,3,0,0,0,51000,1,,21,0,2,0,20500,0,,3,,2,,1,939,999,,2,,,6,1,3700,,1,1,,,,,,,3,,1,,0,,4,0,81500,28,501,,,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,,,1
P,1428797,1,104,11,1001264,205,44,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,30,2,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,1200,0,0,0,1,,16,0,2,0,0,22000,40,1,2,1,,1,903,999,,2,2,,1,0,,,1,1,8170,88,43,,,,6,6216,1,,0,4610,4,22000,23200,11,188,100,11,1,2,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,399021,,1
P,1432695,1,101,11,1001264,63,51,1,,,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,1,2,2,1,2,1988,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,22,0,2,0,0,0,,3,,2,,1,195,999,,2,,,6,0,5507,,1,1,,,,,,,1,,1,,0,,4,0,0,26,501,,,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,,,1
P,1432695,2,101,11,1001264,65,53,1,,7,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,5000,25,1,1,2,1,2,2,1,2,1988,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,23,0,1,0,0,637000,60,1,1,1,,1,195,999,,2,1,,1,0,6402,,1,1,7270,87,43,,,,1,5411,1,,0,2100,,637000,642000,26,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,2310XX,,1
P,1432703,1,104,11,1001264,67,51,1,,,2,2,2,1,2,,,2,,,2,,,2,2,2,1,2,2,2,0,,,,2,4,2,2,1,2,1982,1,4,,,,,,,,,,2,5,2,2,3,0,1900,0,0,1,,12,0,2,8800,0,0,,3,,2,,1,903,999,,1,,,6,0,,,1,1,,,,,,,5,,1,,0,,4,0,10700,24,87,,,2,1,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,1432703,2,104,11,1001264,151,27,1,,5,2,2,2,2,2,,,2,,,,,,2,2,2,1,2,2,2,0,45,,4,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,2,14,13,0,1,0,0,5500,40,1,5,1,,1,903,999,,2,,,1,0,,,1,1,9470,73,25,,,,6,92MP,1,,0,5260,,5500,5500,11,87,100,11,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,434071,,1
P,1432703,3,104,11,1001264,150,26,1,,,2,2,2,2,2,,,2,,,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,1,,14,0,1,0,0,0,,3,,2,,1,903,999,,2,,,6,0,,,1,1,,,,,,,6,,1,,0,,,0,0,11,87,,,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,1432836,1,102,11,1001264,130,46,1,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,4000,20,,8,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,1,0,0,215000,45,1,1,1,,2,50,26,,2,,,1,0,2400,,1,1,6870,104,61,,,,6,52M1,1,,0,850,,215000,219000,11,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,132052,,1
P,1432836,2,102,11,1001264,94,13,3,,,2,2,2,,2,,,2,1,,,,,1,2,2,2,2,2,2,,,,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,10,10,,2,,,,,,,,2006,2,32,50,7,2,,5,,0,,,1,1,,,,607,,,,,1,5,1,,,,,109,501,,,1,2,2,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,5
P,1433012,1,105,11,1001264,63,18,1,,,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,3,15,18,0,2,0,0,0,,3,,,,1,902,999,,2,,,6,1,,,1,1,,,,,3200,26,6,,1,,0,,,0,0,26,,,,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,1433259,1,103,11,1001264,79,42,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,1200,60,,4,2,1,2,2,1,2,2003,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,24,0,1,0,0,106000,40,1,1,1,,2,22,50,,2,,,1,0,5007,3700,1,1,7460,106,55,,,,1,5417,1,,0,1650,,106000,107200,6,501,100,11,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,1910XX,,1
P,1433259,2,103,11,1001264,140,41,3,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,45,,4,2,1,2,2,1,2,2003,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,0,2,0,0,67000,40,1,1,1,1978,2,750,50,4,2,,,1,0,3301,,1,1,7390,97,49,,,,1,5416,1,,0,2430,3,67000,67000,217,501,1300,51,1,2,4,9,68,22,0,1,0,0,2,0,0,1,0,2,2,,,254021,,4
P,1433259,3,103,11,1001264,87,8,1,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,5,5,,1,,,,,,,,,2,50,22,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,11,501,,,1,2,3,9,68,22,0,1,0,0,2,0,0,1,1,,,,,,,1
P,1433259,4,103,11,1001264,170,4,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,1,2,,1,,,,,,,,,2,50,22,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,11,501,,,1,2,1,9,68,22,0,1,0,0,2,0,0,1,1,,,,,,,1
P,1433425,1,101,11,1001264,42,55,1,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,1,2,2,1,2,1988,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,21,0,2,0,0,0,,2,,2,,2,32,50,,2,,,6,0,2400,,1,1,7860,,,,,,1,6111,1,,0,230,4,0,0,34,501,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,119030,,1
P,1433425,2,101,11,1001264,44,61,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,45000,45,,4,2,1,2,2,1,2,1988,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,22000,1,0,0,357000,50,1,1,1,,2,32,50,,2,,,1,0,3600,,1,1,7070,139,85,,,,1,531,1,,0,2100,,379000,424000,36,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,2310XX,,1
P,1433425,3,101,11,1001264,63,25,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,,,11,2,5,,,,,,2,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,21,0,1,0,0,30000,45,1,1,1,,2,32,50,,2,,,1,0,5500,,1,1,3960,,,,1,210,6,3391,1,,0,710,,30000,30000,53,501,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,131111,,1
P,1433630,1,102,11,1001264,72,35,1,,1,2,2,2,2,2,,,2,,1,2,,,1,2,2,2,2,2,2,370,60,1,1,2,1,2,2,1,2,2004,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,190000,40,1,1,1,,1,902,999,,2,1,,1,0,2102,,1,1,7380,106,55,,,,1,5415,1,,0,1010,1,190000,190370,11,501,1300,51,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,151131,,1
P,1433630,2,102,11,1001264,73,37,1,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,50,1,1,2,1,2,2,1,2,2004,1,4,,,,,,,,,,3,5,3,3,3,1400,0,1,0,1,,22,0,1,0,0,68000,40,1,3,1,,2,902,615,,2,1,,1,0,5003,,1,1,7860,90,41,,,,1,6111,1,,0,2310,,68000,69400,11,501,100,11,1,2,4,9,68,31,0,1,1,0,2,0,0,0,0,1,2,,,252020,,1
P,1433630,3,102,11,1001264,108,3,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,1,1,,1,,,,,,,,,1,902,999,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,15,501,,,1,2,3,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,1433630,4,102,11,1001264,76,0,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,1,902,999,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,11,501,,,1,2,1,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,1434906,1,104,11,1001264,33,23,5,,1,2,2,2,2,2,,,2,,,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,2,14,16,0,1,0,0,3600,60,1,6,2,2014,1,308,999,7,2,,,6,0,,,1,1,7680,,,,1100,24,6,5616,2,,0,3930,,3600,3600,333,29,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,339030,,3
P,1435077,1,105,11,1001264,127,58,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,30,,9,2,3,2,2,1,2,2006,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,1,0,0,155000,40,1,1,1,,1,925,999,,2,,,1,1,,,1,1,9590,94,49,,,,4,928P,1,,0,1107,,155000,155000,6,501,100,11,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,151199,,1
P,1436501,1,103,11,1001264,51,71,4,1975,1,2,2,2,2,2,,,2,,,2,,,1,1,1,2,2,2,2,0,30,1,1,2,3,2,2,1,2,1968,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,6000,1,,20,0,1,0,25000,72000,40,1,1,1,1968,2,370,249,3,2,1,,1,1,,,1,1,7070,118,73,,,,4,531,2,,0,136,,72000,103000,368,501,100,11,1,1,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,113121,,3
